product_id,category,subcategory,week,price,base_price,price_change_pct,promotion,competitor_price_index,seasonality_index,quantity_sold,unit_cost
P0001,fmcg,bevande,84,11.85,12.06,-0.0175,0,0.9172,0.947,1960.2,8.7
P0001,fmcg,bevande,85,12.08,12.06,0.0018,0,0.9863,0.9401,2058.7,8.7
P0001,fmcg,bevande,86,12.2,12.06,0.0119,0,1.0158,0.9342,2204.7,8.7
P0001,fmcg,bevande,87,11.17,12.06,-0.0738,0,0.9818,0.9292,1830.5,8.7
P0001,fmcg,bevande,88,12.06,12.06,-0.0002,0,1.0523,0.9252,2439.9,8.7
P0001,fmcg,bevande,89,11.85,12.06,-0.0175,0,1.0243,0.9223,2031.4,8.7
P0001,fmcg,bevande,90,12.48,12.06,0.0345,0,0.9721,0.9206,2205.5,8.7
P0001,fmcg,bevande,91,11.66,12.06,-0.0334,0,1.0487,0.92,2404.6,8.7
P0001,fmcg,bevande,92,11.74,12.06,-0.0267,0,0.957,0.9206,2053.3,8.7
P0001,fmcg,bevande,93,11.66,12.06,-0.0334,0,1.0219,0.9223,1910.0,8.7
P0001,fmcg,bevande,94,12.11,12.06,0.0038,0,1.1223,0.9252,1783.0,8.7
P0001,fmcg,bevande,95,12.12,12.06,0.0052,0,1.0206,0.9292,2138.2,8.7
P0001,fmcg,bevande,96,12.0,12.06,-0.0054,0,1.0727,0.9342,2038.0,8.7
P0001,fmcg,bevande,97,11.79,12.06,-0.0226,0,0.997,0.9401,1954.4,8.7
P0001,fmcg,bevande,98,12.67,12.06,0.0506,0,0.9961,0.947,1966.4,8.7
P0001,fmcg,bevande,99,10.72,12.06,-0.111,1,0.9204,0.9546,2906.9,8.7
P0001,fmcg,bevande,100,12.62,12.06,0.0462,0,1.1405,0.9628,1919.9,8.7
P0001,fmcg,bevande,101,12.16,12.06,0.0085,0,0.9924,0.9716,2310.7,8.7
P0001,fmcg,bevande,102,12.11,12.06,0.0039,0,0.9796,0.9809,1885.4,8.7
P0001,fmcg,bevande,103,12.34,12.06,0.0229,0,0.9862,0.9904,2039.0,8.7
P0002,fmcg,bevande,0,3.77,3.67,0.0278,0,1.009,1.0,2068.9,2.29
P0002,fmcg,bevande,1,3.66,3.67,-0.0023,0,1.079,1.0096,2509.8,2.29
P0002,fmcg,bevande,2,3.83,3.67,0.0435,0,1.0565,1.0191,2399.6,2.29
P0002,fmcg,bevande,3,3.37,3.67,-0.0828,1,0.9451,1.0284,3724.4,2.29
P0002,fmcg,bevande,4,3.57,3.67,-0.0278,0,1.0652,1.0372,2795.7,2.29
P0002,fmcg,bevande,5,3.64,3.67,-0.0095,0,0.9424,1.0454,2405.7,2.29
P0002,fmcg,bevande,6,3.44,3.67,-0.0621,1,1.0567,1.053,3245.0,2.29
P0002,fmcg,bevande,7,3.54,3.67,-0.0346,0,1.0225,1.0599,2611.7,2.29
P0002,fmcg,bevande,8,3.64,3.67,-0.0083,0,0.9908,1.0658,2439.2,2.29
P0002,fmcg,bevande,9,3.66,3.67,-0.0034,0,0.9878,1.0708,1953.6,2.29
P0002,fmcg,bevande,10,3.64,3.67,-0.0092,0,0.9657,1.0748,3003.4,2.29
P0002,fmcg,bevande,11,3.84,3.67,0.0451,0,1.0031,1.0777,2362.1,2.29
P0002,fmcg,bevande,12,3.67,3.67,0.0001,0,1.0859,1.0794,1907.0,2.29
P0002,fmcg,bevande,13,3.6,3.67,-0.019,0,1.0007,1.08,2820.1,2.29
P0002,fmcg,bevande,14,3.18,3.67,-0.1324,1,1.051,1.0794,4427.4,2.29
P0002,fmcg,bevande,15,3.79,3.67,0.0337,0,1.0136,1.0777,2235.5,2.29
P0002,fmcg,bevande,16,3.68,3.67,0.0039,0,1.0001,1.0748,2976.2,2.29
P0002,fmcg,bevande,17,3.49,3.67,-0.0496,0,0.9406,1.0708,2586.4,2.29
P0002,fmcg,bevande,18,3.48,3.67,-0.0528,0,0.9507,1.0658,2437.4,2.29
P0002,fmcg,bevande,19,3.9,3.67,0.0631,0,0.9794,1.0599,2157.1,2.29
P0002,fmcg,bevande,20,3.42,3.67,-0.0668,0,0.9942,1.053,2423.5,2.29
P0002,fmcg,bevande,21,3.46,3.67,-0.056,0,0.9619,1.0454,2712.9,2.29
P0002,fmcg,bevande,22,3.72,3.67,0.0146,0,0.934,1.0372,2623.7,2.29
P0002,fmcg,bevande,23,3.75,3.67,0.0222,0,0.9995,1.0284,1968.0,2.29
P0002,fmcg,bevande,24,3.72,3.67,0.0128,0,1.0306,1.0191,2294.0,2.29
P0002,fmcg,bevande,25,3.8,3.67,0.0353,0,0.9872,1.0096,2445.7,2.29
P0002,fmcg,bevande,26,3.92,3.67,0.0686,0,0.9386,1.0,1887.2,2.29
P0002,fmcg,bevande,27,3.53,3.67,-0.037,0,0.9339,0.9904,2310.1,2.29
P0002,fmcg,bevande,28,3.66,3.67,-0.0036,0,0.9675,0.9809,2123.2,2.29
P0002,fmcg,bevande,29,3.56,3.67,-0.0308,0,1.1141,0.9716,2465.4,2.29
P0002,fmcg,bevande,30,3.61,3.67,-0.0171,0,0.9907,0.9628,2118.1,2.29
P0002,fmcg,bevande,31,3.16,3.67,-0.1393,1,0.9095,0.9546,2673.7,2.29
P0002,fmcg,bevande,32,3.43,3.67,-0.0648,1,0.9978,0.947,3573.3,2.29
P0002,fmcg,bevande,33,3.77,3.67,0.0274,0,0.955,0.9401,2242.3,2.29
P0002,fmcg,bevande,34,3.6,3.67,-0.0202,0,1.028,0.9342,2407.7,2.29
P0002,fmcg,bevande,35,3.53,3.67,-0.0393,0,0.9408,0.9292,2329.9,2.29
P0002,fmcg,bevande,36,3.57,3.67,-0.0277,0,1.0013,0.9252,2414.2,2.29
P0002,fmcg,bevande,37,3.87,3.67,0.0543,0,1.0638,0.9223,1760.9,2.29
P0002,fmcg,bevande,38,3.6,3.67,-0.0186,0,1.0522,0.9206,2229.4,2.29
P0002,fmcg,bevande,39,3.44,3.67,-0.0633,0,0.9914,0.92,1968.0,2.29
P0002,fmcg,bevande,40,3.86,3.67,0.0531,0,0.9602,0.9206,2058.8,2.29
P0002,fmcg,bevande,41,3.59,3.67,-0.022,0,1.0387,0.9223,2217.0,2.29
P0002,fmcg,bevande,42,3.18,3.67,-0.1334,1,1.05,0.9252,3399.1,2.29
P0002,fmcg,bevande,43,3.61,3.67,-0.0157,0,0.9975,0.9292,2191.2,2.29
P0002,fmcg,bevande,44,3.76,3.67,0.0232,0,1.0325,0.9342,2261.0,2.29
P0002,fmcg,bevande,45,3.47,3.67,-0.0554,1,0.9813,0.9401,3129.9,2.29
P0002,fmcg,bevande,46,3.67,3.67,0.0008,0,0.97,0.947,2681.3,2.29
P0002,fmcg,bevande,47,3.64,3.67,-0.0076,0,1.0597,0.9546,1737.4,2.29
P0002,fmcg,bevande,48,3.77,3.67,0.0279,0,1.003,0.9628,2220.8,2.29
P0002,fmcg,bevande,49,3.67,3.67,-0.0008,0,1.1002,0.9716,2506.9,2.29
P0002,fmcg,bevande,50,3.61,3.67,-0.0154,0,0.9803,0.9809,1815.7,2.29
P0002,fmcg,bevande,51,3.78,3.67,0.0296,0,0.9212,0.9904,2042.2,2.29
P0002,fmcg,bevande,52,3.55,3.67,-0.0338,0,1.0027,1.0,1915.7,2.29
P0002,fmcg,bevande,53,3.77,3.67,0.0264,0,0.9874,1.0096,1681.7,2.29
P0002,fmcg,bevande,54,3.83,3.67,0.0432,0,0.8611,1.0191,2139.1,2.29
P0002,fmcg,bevande,55,3.41,3.67,-0.0705,1,0.9662,1.0284,3521.9,2.29
P0002,fmcg,bevande,56,3.91,3.67,0.0643,0,0.9899,1.0372,2302.8,2.29
P0002,fmcg,bevande,57,3.82,3.67,0.0417,0,0.962,1.0454,2143.5,2.29
P0002,fmcg,bevande,58,3.47,3.67,-0.0547,0,1.0114,1.053,3008.4,2.29
P0002,fmcg,bevande,59,3.47,3.67,-0.0556,0,0.9938,1.0599,2951.5,2.29
P0002,fmcg,bevande,60,3.53,3.67,-0.0376,0,1.0438,1.0658,2724.9,2.29
P0002,fmcg,bevande,61,3.91,3.67,0.0651,0,1.0234,1.0708,2456.4,2.29
P0002,fmcg,bevande,62,3.64,3.67,-0.0075,0,0.9601,1.0748,2671.4,2.29
P0002,fmcg,bevande,63,3.32,3.67,-0.0965,1,0.9484,1.0777,4844.9,2.29
P0002,fmcg,bevande,64,3.38,3.67,-0.0794,1,1.0458,1.0794,3527.5,2.29
P0002,fmcg,bevande,65,3.46,3.67,-0.0564,1,0.9354,1.08,3592.4,2.29
P0002,fmcg,bevande,66,3.73,3.67,0.0163,0,0.9812,1.0794,2312.9,2.29
P0002,fmcg,bevande,67,3.64,3.67,-0.0089,0,0.9811,1.0777,2846.5,2.29
P0002,fmcg,bevande,68,3.78,3.67,0.0302,0,0.981,1.0748,2508.3,2.29
P0002,fmcg,bevande,69,3.84,3.67,0.0465,0,1.0623,1.0708,2616.4,2.29
P0002,fmcg,bevande,70,3.78,3.67,0.029,0,1.0202,1.0658,1964.2,2.29
P0002,fmcg,bevande,71,3.41,3.67,-0.0704,1,1.0278,1.0599,3531.8,2.29
P0002,fmcg,bevande,72,3.86,3.67,0.0516,0,1.0613,1.053,1613.6,2.29
P0002,fmcg,bevande,73,3.65,3.67,-0.0058,0,0.9124,1.0454,2489.9,2.29
P0002,fmcg,bevande,74,3.15,3.67,-0.1423,1,1.0168,1.0372,3427.7,2.29
P0002,fmcg,bevande,75,3.86,3.67,0.0517,0,0.9729,1.0284,2349.2,2.29
P0002,fmcg,bevande,76,3.91,3.67,0.0652,0,1.0301,1.0191,2113.3,2.29
P0002,fmcg,bevande,77,3.49,3.67,-0.0493,0,1.0591,1.0096,2449.1,2.29
P0002,fmcg,bevande,78,3.61,3.67,-0.0172,0,0.971,1.0,2605.3,2.29
P0002,fmcg,bevande,79,3.75,3.67,0.0228,0,0.9996,0.9904,2375.2,2.29
P0002,fmcg,bevande,80,3.96,3.67,0.078,0,0.9216,0.9809,2374.6,2.29
P0002,fmcg,bevande,81,3.56,3.67,-0.0298,0,1.1115,0.9716,2676.8,2.29
P0002,fmcg,bevande,82,3.67,3.67,0.001,0,0.9891,0.9628,2188.4,2.29
P0002,fmcg,bevande,83,3.85,3.67,0.049,0,1.0091,0.9546,1856.4,2.29
P0002,fmcg,bevande,84,3.79,3.67,0.0322,0,1.0327,0.947,2302.8,2.29
P0002,fmcg,bevande,85,3.55,3.67,-0.0325,0,0.9566,0.9401,1896.8,2.29
P0002,fmcg,bevande,86,3.66,3.67,-0.0029,0,0.978,0.9342,1536.3,2.29
P0002,fmcg,bevande,87,3.81,3.67,0.0392,0,0.9668,0.9292,2135.4,2.29
P0002,fmcg,bevande,88,3.85,3.67,0.0504,0,0.9928,0.9252,2074.4,2.29
P0002,fmcg,bevande,89,3.86,3.67,0.0531,0,0.9847,0.9223,1852.6,2.29
P0002,fmcg,bevande,90,3.42,3.67,-0.0678,1,0.9947,0.9206,2851.6,2.29
P0002,fmcg,bevande,91,3.66,3.67,-0.004,0,1.115,0.92,2184.3,2.29
P0002,fmcg,bevande,92,3.72,3.67,0.0125,0,1.0481,0.9206,1932.8,2.29
P0002,fmcg,bevande,93,3.73,3.67,0.0161,0,1.0494,0.9223,2111.2,2.29
P0002,fmcg,bevande,94,3.5,3.67,-0.0476,0,0.9286,0.9252,1882.0,2.29
P0002,fmcg,bevande,95,3.19,3.67,-0.1301,1,0.9993,0.9292,2557.8,2.29
P0002,fmcg,bevande,96,3.65,3.67,-0.0057,0,1.1048,0.9342,1846.8,2.29
P0002,fmcg,bevande,97,3.89,3.67,0.0597,0,1.0225,0.9401,2148.8,2.29
P0002,fmcg,bevande,98,3.71,3.67,0.0115,0,1.0389,0.947,1970.9,2.29
P0002,fmcg,bevande,99,3.49,3.67,-0.0481,0,1.0164,0.9546,2454.3,2.29
P0002,fmcg,bevande,100,3.67,3.67,-0.0008,0,0.9689,0.9628,1978.6,2.29
P0002,fmcg,bevande,101,3.3,3.67,-0.1019,1,1.0161,0.9716,2910.2,2.29
P0002,fmcg,bevande,102,3.52,3.67,-0.0414,0,0.9717,0.9809,2265.8,2.29
P0002,fmcg,bevande,103,3.71,3.67,0.0116,0,0.9894,0.9904,2411.5,2.29
P0003,fmcg,alimentare_confezionato,0,4.94,4.95,-0.0015,0,1.0999,1.0,2817.9,2.79
P0003,fmcg,alimentare_confezionato,1,4.42,4.95,-0.1061,1,1.0448,1.0096,3249.2,2.79
P0003,fmcg,alimentare_confezionato,2,4.99,4.95,0.0074,0,0.9643,1.0191,3265.2,2.79
P0003,fmcg,alimentare_confezionato,3,4.61,4.95,-0.0677,0,0.9366,1.0284,2271.8,2.79
P0003,fmcg,alimentare_confezionato,4,4.92,4.95,-0.0066,0,0.9788,1.0372,3299.3,2.79
P0003,fmcg,alimentare_confezionato,5,4.22,4.95,-0.1484,1,0.8933,1.0454,4950.1,2.79
P0003,fmcg,alimentare_confezionato,6,5.0,4.95,0.0108,0,1.0491,1.053,2493.5,2.79
P0003,fmcg,alimentare_confezionato,7,4.32,4.95,-0.1275,1,1.0375,1.0599,3670.4,2.79
P0003,fmcg,alimentare_confezionato,8,5.21,4.95,0.0531,0,0.987,1.0658,3019.9,2.79
P0003,fmcg,alimentare_confezionato,9,4.93,4.95,-0.0037,0,1.0682,1.0708,2896.2,2.79
P0003,fmcg,alimentare_confezionato,10,4.81,4.95,-0.0281,0,1.0276,1.0748,3254.5,2.79
P0003,fmcg,alimentare_confezionato,11,4.82,4.95,-0.0254,0,0.9709,1.0777,2965.8,2.79
P0003,fmcg,alimentare_confezionato,12,4.84,4.95,-0.022,0,0.9636,1.0794,3387.5,2.79
P0003,fmcg,alimentare_confezionato,13,4.92,4.95,-0.0051,0,0.9804,1.08,3062.6,2.79
P0003,fmcg,alimentare_confezionato,14,4.75,4.95,-0.0401,0,0.953,1.0794,2942.6,2.79
P0003,fmcg,alimentare_confezionato,15,4.98,4.95,0.0057,0,1.0365,1.0777,2444.4,2.79
P0003,fmcg,alimentare_confezionato,16,4.91,4.95,-0.0077,0,1.0171,1.0748,3004.1,2.79
P0003,fmcg,alimentare_confezionato,17,4.73,4.95,-0.0442,0,1.0015,1.0708,3586.7,2.79
P0003,fmcg,alimentare_confezionato,18,5.01,4.95,0.0121,0,1.0595,1.0658,2844.3,2.79
P0003,fmcg,alimentare_confezionato,19,4.83,4.95,-0.0246,0,0.994,1.0599,2506.1,2.79
P0003,fmcg,alimentare_confezionato,20,5.11,4.95,0.033,0,0.9508,1.053,2628.5,2.79
P0003,fmcg,alimentare_confezionato,21,4.71,4.95,-0.0493,0,0.9913,1.0454,2858.6,2.79
P0003,fmcg,alimentare_confezionato,22,5.03,4.95,0.0158,0,1.016,1.0372,2885.1,2.79
P0003,fmcg,alimentare_confezionato,23,4.77,4.95,-0.0374,0,0.9973,1.0284,3450.9,2.79
P0003,fmcg,alimentare_confezionato,24,4.7,4.95,-0.0498,0,0.9844,1.0191,3582.3,2.79
P0003,fmcg,alimentare_confezionato,25,4.98,4.95,0.0068,0,0.9891,1.0096,2641.2,2.79
P0003,fmcg,alimentare_confezionato,26,4.91,4.95,-0.0088,0,0.9979,1.0,2830.8,2.79
P0003,fmcg,alimentare_confezionato,27,5.04,4.95,0.0186,0,1.1457,0.9904,2154.1,2.79
P0003,fmcg,alimentare_confezionato,28,4.82,4.95,-0.0266,0,1.0289,0.9809,2841.7,2.79
P0003,fmcg,alimentare_confezionato,29,5.15,4.95,0.0411,0,1.0096,0.9716,2900.1,2.79
P0003,fmcg,alimentare_confezionato,30,5.23,4.95,0.0557,0,1.0188,0.9628,2796.7,2.79
P0003,fmcg,alimentare_confezionato,31,4.81,4.95,-0.0291,0,1.0073,0.9546,2754.9,2.79
P0003,fmcg,alimentare_confezionato,32,5.14,4.95,0.038,0,0.9117,0.947,2786.0,2.79
P0003,fmcg,alimentare_confezionato,33,4.91,4.95,-0.0071,0,0.9264,0.9401,2793.2,2.79
P0003,fmcg,alimentare_confezionato,34,4.87,4.95,-0.0161,0,1.0324,0.9342,2214.4,2.79
P0003,fmcg,alimentare_confezionato,35,4.93,4.95,-0.0042,0,1.0585,0.9292,2532.5,2.79
P0003,fmcg,alimentare_confezionato,36,4.86,4.95,-0.0177,0,1.0636,0.9252,2804.4,2.79
P0003,fmcg,alimentare_confezionato,37,4.91,4.95,-0.0083,0,0.9216,0.9223,2707.5,2.79
P0003,fmcg,alimentare_confezionato,38,5.08,4.95,0.0263,0,1.0064,0.9206,3263.4,2.79
P0003,fmcg,alimentare_confezionato,39,4.93,4.95,-0.0036,0,1.0899,0.92,2953.0,2.79
P0003,fmcg,alimentare_confezionato,40,4.41,4.95,-0.1088,1,1.0001,0.9206,3911.9,2.79
P0003,fmcg,alimentare_confezionato,41,4.93,4.95,-0.0031,0,0.9201,0.9223,2606.2,2.79
P0003,fmcg,alimentare_confezionato,42,4.91,4.95,-0.008,0,0.9192,0.9252,2917.4,2.79
P0003,fmcg,alimentare_confezionato,43,4.82,4.95,-0.0254,0,0.986,0.9292,2231.7,2.79
P0003,fmcg,alimentare_confezionato,44,4.86,4.95,-0.0188,0,1.0614,0.9342,2463.0,2.79
P0003,fmcg,alimentare_confezionato,45,4.86,4.95,-0.0188,0,1.0124,0.9401,2631.5,2.79
P0003,fmcg,alimentare_confezionato,46,4.86,4.95,-0.0187,0,0.9214,0.947,2283.6,2.79
P0003,fmcg,alimentare_confezionato,47,4.98,4.95,0.0062,0,0.9375,0.9546,2749.2,2.79
P0003,fmcg,alimentare_confezionato,48,5.36,4.95,0.0831,0,0.9131,0.9628,2404.8,2.79
P0003,fmcg,alimentare_confezionato,49,4.86,4.95,-0.0173,0,1.0071,0.9716,2087.7,2.79
P0003,fmcg,alimentare_confezionato,50,5.28,4.95,0.0666,0,0.9773,0.9809,2543.3,2.79
P0003,fmcg,alimentare_confezionato,51,4.92,4.95,-0.0057,0,0.971,0.9904,2103.7,2.79
P0003,fmcg,alimentare_confezionato,52,4.93,4.95,-0.004,0,0.9494,1.0,2826.4,2.79
P0003,fmcg,alimentare_confezionato,53,4.86,4.95,-0.0185,0,1.0303,1.0096,2446.7,2.79
P0003,fmcg,alimentare_confezionato,54,4.27,4.95,-0.138,1,0.9669,1.0191,5542.4,2.79
P0003,fmcg,alimentare_confezionato,55,4.27,4.95,-0.1367,1,0.953,1.0284,4157.9,2.79
P0003,fmcg,alimentare_confezionato,56,4.96,4.95,0.0013,0,0.9955,1.0372,2854.0,2.79
P0003,fmcg,alimentare_confezionato,57,4.7,4.95,-0.0505,0,0.9742,1.0454,3488.2,2.79
P0003,fmcg,alimentare_confezionato,58,4.92,4.95,-0.0066,0,0.959,1.053,2982.8,2.79
P0003,fmcg,alimentare_confezionato,59,5.21,4.95,0.0517,0,1.0253,1.0599,2324.1,2.79
P0003,fmcg,alimentare_confezionato,60,4.82,4.95,-0.0271,0,0.9712,1.0658,3191.0,2.79
P0003,fmcg,alimentare_confezionato,61,5.1,4.95,0.0312,0,0.9613,1.0708,2627.7,2.79
P0003,fmcg,alimentare_confezionato,62,4.85,4.95,-0.0198,0,1.055,1.0748,3304.6,2.79
P0003,fmcg,alimentare_confezionato,63,5.34,4.95,0.0794,0,0.9485,1.0777,2683.4,2.79
P0003,fmcg,alimentare_confezionato,64,4.82,4.95,-0.0272,0,0.9685,1.0794,2741.8,2.79
